,dataset,start_age,end_age,sex,tissue,gene,fold_change_log2,expression_at_start_age,expression_at_end_age,expression_max_std_dev,p_value
0,droplet,3m,21m,female,Spleen,Sostdc1,8.765893936157227,9.963081026853615e-08,4.337056816439144e-05,0.00039069110061973333,7.268059065758466e-13
1,droplet,3m,21m,female,Spleen,Anxa8,8.76583194732666,7.720822736700939e-08,3.360837945365347e-05,0.0001674388477113098,7.666501634837853e-42
2,droplet,3m,21m,female,Liver,Hsd3b5,-8.243134498596191,2.7173080525244586e-05,8.968159193045722e-08,8.261938637588173e-05,1.0409882075972642e-08
3,droplet,3m,21m,female,Spleen,Upk1a,7.881497859954834,1.5396109631637955e-07,3.630622086348012e-05,0.00011606905900407583,1.1303542413475744e-87
4,droplet,3m,21m,female,Spleen,Dnm3,7.684897422790527,1.3804422849261755e-07,2.8405735065462068e-05,9.80360055109486e-05,1.0422134191577444e-65
5,droplet,3m,21m,female,Spleen,Bmpr1a,7.594237327575684,4.0323953953702585e-08,7.79232505010441e-06,4.496235851547681e-05,1.985578825047518e-06
6,droplet,3m,21m,female,Limb_Muscle,Cd8a,-6.916997909545898,1.5837264072615653e-05,1.3105483276376617e-07,0.00011308319517411292,3.811099950108995e-08
7,droplet,3m,21m,female,Kidney,Cox8b,6.662285804748535,2.8970649168513773e-07,2.934320582426153e-05,0.0001753505493979901,4.981263676405887e-09
8,droplet,3m,21m,female,Limb_Muscle,Dapl1,-6.3617353439331055,2.1510497390409e-05,2.6156263288612536e-07,0.0001738214195938781,9.350663569924388e-07
9,droplet,3m,21m,female,Liver,Cyp2d9,-6.047492027282715,4.640054248739034e-05,7.01529415891855e-07,0.00012857549882028252,1.7638245988505423e-11
10,droplet,3m,21m,female,Liver,Apobec3,5.736286640167236,1.3751919141213875e-06,7.330912194447592e-05,0.0002017905208049342,1.6830397151597597e-06
11,droplet,3m,21m,female,Liver,Serpina4-ps1,-5.71709680557251,2.2133926904643886e-05,4.2076521822309587e-07,7.215665391413495e-05,1.6824522269408521e-06
12,droplet,3m,21m,female,Liver,Ptprcap,5.662166595458984,2.776198471110547e-06,0.00014058293891139328,0.0003838893899228424,1.2016552404596923e-06
13,droplet,3m,21m,female,Liver,Cyp2c54,-5.5930657386779785,0.0005152972880750895,1.0675231351342518e-05,0.000530559103935957,3.9847250165405906e-106
14,droplet,3m,21m,female,Kidney,Ly6d,5.540004730224609,1.902797635011666e-06,8.8532040535938e-05,0.0005927434540353715,8.420817551094334e-07
15,droplet,3m,21m,female,Mammary_Gland,Col6a5,5.534942150115967,4.3627568402371253e-07,2.0227658751537092e-05,0.00018259409989695996,3.052807261514045e-07
16,droplet,3m,21m,female,Liver,Serpina1e,-5.4845356941223145,0.0024116847198456526,5.3865511290496215e-05,0.0033064945600926876,1.1202382486112372e-58
17,droplet,3m,21m,female,Spleen,C130026I21Rik,5.392847537994385,6.451075023505837e-06,0.0002710448170546442,0.00039088763878680766,0.0
18,droplet,3m,21m,female,Spleen,Gm12824,5.294439792633057,2.71106245008923e-07,1.0639622814778704e-05,5.579140633926727e-05,4.011210623122245e-12
19,droplet,3m,21m,female,Spleen,Cxcl10,5.283940315246582,5.26226813235553e-07,2.0502098777797073e-05,0.0001533596805529669,9.544456184479061e-15
20,droplet,3m,21m,female,Liver,Coro1a,5.175291061401367,6.987074812059291e-06,0.00025247206212952733,0.00061009731143713,2.7030548083681515e-09
21,droplet,3m,21m,female,Spleen,Clec2g,5.085486888885498,3.5082419458376535e-07,1.191172850667499e-05,6.615270103793591e-05,1.493403623927717e-13
22,droplet,3m,21m,female,Liver,Sult2a3,5.07077169418335,2.80982658296125e-06,9.443524322705343e-05,0.00017744842625688761,2.810497069626078e-17
23,droplet,3m,21m,female,Spleen,Chst7,4.841066837310791,4.475079720123176e-07,1.2826495549234096e-05,0.00010105533146997914,3.4946247635515204e-09
24,droplet,3m,21m,female,Spleen,Gm4827,4.783153533935547,5.184168117011723e-07,1.4274226487032138e-05,6.409354682546109e-05,3.76602066346091e-21
25,droplet,3m,21m,female,Spleen,Spon1,4.771760940551758,4.743722854527732e-07,1.295875699725002e-05,6.154953734949231e-05,2.0749198685994243e-17
26,droplet,3m,21m,female,Lung,C130026I21Rik,4.756183624267578,1.7438511576983728e-06,4.712633017334156e-05,0.00018235846073366702,3.9905876778336256e-32
27,droplet,3m,21m,female,Spleen,Art3,4.73431921005249,6.022895036039699e-07,1.603164491825737e-05,7.126822310965508e-05,8.42579053370932e-25
28,droplet,3m,21m,female,Limb_Muscle,Cd8b1,-4.720080852508545,3.0027233151486143e-05,1.1392761507522664e-06,0.00018389946490060538,1.6957526709294818e-13
29,droplet,3m,21m,female,Spleen,Apobec2,4.63290548324585,9.735661024024012e-07,2.4155133360181935e-05,9.856713586486876e-05,1.5577808709984207e-41
30,droplet,3m,21m,female,Liver,Cytip,4.619953632354736,1.8554193275122088e-06,4.562333197100088e-05,0.00012485572369769216,7.2200667376847165e-06
31,droplet,3m,21m,female,Spleen,Zbtb32,4.591465950012207,2.267869831484859e-06,5.467480150400661e-05,0.00015493418322876096,5.089294442658633e-118
32,droplet,3m,21m,female,Spleen,Cdkn2a,4.561020851135254,5.653054699905624e-07,1.3344059880182613e-05,6.268304423429072e-05,5.414181140521067e-18
33,droplet,3m,21m,female,Spleen,Emr1,4.531473636627197,3.7638494632119546e-06,8.704460924491286e-05,0.00020594484522007406,3.262368329313701e-187
34,droplet,3m,21m,female,Spleen,Gzmk,4.477758884429932,7.289744416993926e-07,1.6242491255979985e-05,0.00011589240602916107,4.886744096802625e-13
35,droplet,3m,21m,female,Liver,Rac2,4.474465370178223,1.2050982149958145e-05,0.0002678987802937627,0.000625735498033464,1.8933208350574977e-09
36,droplet,3m,21m,female,Liver,Cd52,4.451757431030273,2.8662429031101055e-05,0.0006272281752899289,0.0013103117235004902,9.631609695307501e-13
37,droplet,3m,21m,female,Spleen,Hook1,-4.341672897338867,1.006923230306711e-05,4.966171900377958e-07,5.1350987632758915e-05,4.523347861725644e-09
38,droplet,3m,21m,female,Limb_Muscle,Vpreb3,-4.340563774108887,1.246160263690399e-05,6.150825129225268e-07,8.1560094258748e-05,6.182833616689351e-07
39,droplet,3m,21m,female,Liver,Tmsb10,4.242429256439209,7.906307291705161e-05,0.0014964842703193426,0.003351069986820221,2.253645226249745e-10
40,droplet,3m,21m,female,Liver,Selenbp2,-4.2257399559021,0.00014309078687801957,7.647809979971498e-06,0.0002533280348870903,1.3649666426662845e-30
41,droplet,3m,21m,female,Spleen,Gm7609,4.222375392913818,2.491085297151585e-06,4.6499731979565695e-05,0.00012042900925735012,2.1423936911216248e-120
42,droplet,3m,21m,female,Spleen,Lcn2,4.1870293617248535,1.1141192771901842e-05,0.00020293322450015694,0.001906069228425622,9.874292985985957e-10
43,droplet,3m,21m,female,Limb_Muscle,Sell,-4.176138877868652,2.899720857385546e-05,1.6040312402765267e-06,0.00012106318172300234,2.654264841020385e-27
44,droplet,3m,21m,female,Liver,Cnn2,4.153166770935059,5.010148015571758e-06,8.914118370739743e-05,0.00022274676302913576,1.4137425101163386e-07
45,droplet,3m,21m,female,Spleen,Il1r2,4.146517753601074,9.242930332220567e-07,1.6369536751881242e-05,0.0001487217959947884,7.371922734063637e-08
46,droplet,3m,21m,female,Liver,S100a11,4.1373066902160645,1.0401784493296873e-05,0.00018304643162991852,0.0004377959994599223,1.4903802485208648e-08
47,droplet,3m,21m,female,Liver,Cyp3a11,-4.135707378387451,0.003391783917322755,0.0001929550780914724,0.002504992298781872,1.2800806669509562e-185
48,droplet,3m,21m,female,Liver,Cmtm7,4.100281238555908,3.663634970507701e-06,6.283764378167689e-05,0.00016557049821130931,2.962909833561546e-06
49,droplet,3m,21m,female,Spleen,Hoxa7,4.034068584442139,6.409095476556104e-07,1.0499606105440762e-05,5.526941822608933e-05,1.532640703665356e-10
50,droplet,3m,21m,female,Spleen,Dapl1,-4.024445533752441,0.00013809261145070195,8.485777470923495e-06,0.0004657865792978555,4.194097243853596e-71
51,droplet,3m,21m,female,Kidney,Cd79a,3.932102918624878,4.7155554057098925e-06,7.198033563327044e-05,0.0004486101970542222,4.327090947378632e-06
52,droplet,3m,21m,female,Liver,C8b,-3.928480386734009,0.00014235034177545458,9.349061656394042e-06,0.00019022471678908914,9.681289886638753e-53
53,droplet,3m,21m,female,Liver,Sh3bgrl3,3.8831639289855957,3.176755126332864e-05,0.00046874055988155305,0.0009633288718760014,2.04756339395508e-12
54,droplet,3m,21m,female,Limb_Muscle,Gm8369,-3.8823113441467285,1.6425527064711787e-05,1.1138502031826647e-06,8.605822222307324e-05,1.5849856434706987e-12
55,droplet,3m,21m,female,Spleen,Slpi,3.871328592300415,3.0864895961713046e-05,0.0004517007910180837,0.004272732883691788,7.728493913863947e-10
56,droplet,3m,21m,female,Spleen,Ltf,3.8688344955444336,4.883726433035918e-06,7.134879706427455e-05,0.0007382712210528553,8.419021889503282e-07
57,droplet,3m,21m,female,Mammary_Gland,Fam5c,3.8232715129852295,5.793551167698752e-07,8.200964657589793e-06,3.962921255151741e-05,6.500594371699318e-06
58,droplet,3m,21m,female,Kidney,Rn45s,-3.8016180992126465,0.030205141752958298,0.0021661065984517336,0.04101318120956421,9.827488602096401e-110
59,droplet,3m,21m,female,Limb_Muscle,Txk,-3.784782886505127,1.3315559044713154e-05,9.661083595347009e-07,8.041302498895675e-05,1.214827678070064e-07
60,droplet,3m,21m,female,Spleen,Ngp,3.780841588973999,3.29390459228307e-05,0.00045274922740645707,0.004388462286442518,5.7746046716712284e-08
61,droplet,3m,21m,female,Liver,Fxyd5,3.7660508155822754,1.0096411642734893e-05,0.0001373603445244953,0.0003434525278862566,3.8557774476057784e-07
62,droplet,3m,21m,female,Mammary_Gland,Tmem88b,3.75679087638855,1.2077782685082639e-06,1.6326544937328435e-05,6.90357483108528e-05,4.759218752774007e-21
63,droplet,3m,21m,female,Liver,Arhgdib,3.7514753341674805,1.60459730977891e-05,0.00021610892144963145,0.00044349257950671017,3.5177434517069715e-12
64,droplet,3m,21m,female,Liver,Sult3a1,-3.7486469745635986,0.0001235337258549407,9.190313903673086e-06,0.00023537060769740492,2.334836004114935e-23
65,droplet,3m,21m,female,Spleen,S100a8,3.72166109085083,0.00018459915008861572,0.0024353498592972755,0.0216691792011261,1.6759269000045792e-10
66,droplet,3m,21m,female,Spleen,Rab7,-3.7193968296051025,1.1329219887556974e-05,8.6010106770118e-07,5.437951404019259e-05,8.705404650379377e-11
67,droplet,3m,21m,female,Limb_Muscle,Ms4a4b,-3.7044715881347656,4.081870793015696e-05,3.131136963929748e-06,0.00021034761448390782,1.1156770608389634e-17
68,droplet,3m,21m,female,Limb_Muscle,Fcer2a,-3.667175769805908,1.966922718565911e-05,1.5483072957067634e-06,0.00011798158084275201,3.99167435730195e-10
69,droplet,3m,21m,female,Liver,Crip1,3.6603355407714844,2.9251439627842046e-05,0.0003698435320984572,0.0009434276726096869,1.6826045194356097e-06
70,droplet,3m,21m,female,Spleen,Camp,3.638131618499756,4.32978049502708e-05,0.0005390793085098267,0.005277759395539761,1.4976419774727792e-07
71,droplet,3m,21m,female,Spleen,1100001G20Rik,3.63798189163208,8.244098353316076e-06,0.00010263250442221761,0.0009301344398409128,9.42843545760114e-10
72,droplet,3m,21m,female,Spleen,Klk1b27,3.630368947982788,1.4855280596748344e-06,1.839632386690937e-05,8.055864600464702e-05,4.580610254606003e-25
73,droplet,3m,21m,female,Kidney,Abcc3,3.5881948471069336,1.5732805422885576e-06,1.892172258521896e-05,8.700125181348994e-05,1.262092037543058e-10
74,droplet,3m,21m,female,Spleen,Apoc2,3.5815813541412354,5.038734343543183e-06,6.03232801950071e-05,0.0002803622919600457,3.3859608027260936e-39
75,droplet,3m,21m,female,Spleen,4632427E13Rik,-3.571701765060425,1.2010368664050475e-05,1.0101051657329663e-06,5.6845983635867015e-05,1.1519982118811567e-11
76,droplet,3m,21m,female,Liver,Emp3,3.554516077041626,7.674069820495788e-06,9.016577678266913e-05,0.0002232809638371691,9.729636929030356e-07
77,droplet,3m,21m,female,Heart_and_Aorta,Srp54b,-3.5105204582214355,2.3986231099115685e-05,2.1046982965344796e-06,6.173163274070248e-05,1.0787793950446168e-08
78,droplet,3m,21m,female,Marrow,Hist1h1b,-3.4710819721221924,0.00021377175289671868,1.9277489627711475e-05,0.0005466423463076353,1.4091520252174186e-90
79,droplet,3m,21m,female,Spleen,S100a9,3.4531660079956055,0.0001705068425508216,0.001867447281256318,0.016272298991680145,3.4959436400031096e-10
80,droplet,3m,21m,female,Mammary_Gland,C130026I21Rik,3.409701347351074,3.3827766401373083e-06,3.5949746234109625e-05,0.00013307455810718238,8.932201971113642e-44
81,droplet,3m,21m,female,Kidney,Hdc,3.405501365661621,2.435208261886146e-05,0.00025804428150877357,0.0006430522771552205,3.5891547623198726e-55
82,droplet,3m,21m,female,Spleen,Cacna1s,3.397155523300171,6.521583600260783e-06,6.870665674796328e-05,0.0001479278871556744,1.5302735384993332e-171
83,droplet,3m,21m,female,Spleen,Diras2,3.3891475200653076,8.679066922923084e-07,9.093028893403243e-06,5.343783413991332e-05,2.3773421721762864e-06
84,droplet,3m,21m,female,Liver,C8a,-3.386974573135376,0.00012922500900458544,1.2352806152193807e-05,0.00016967752890195698,5.4646401533027095e-49
85,droplet,3m,21m,female,Kidney,Gm853,3.386523723602295,1.7778069150153897e-06,1.8592167180031538e-05,9.577553282724693e-05,7.944455645708306e-08
86,droplet,3m,21m,female,Spleen,Chst1,3.385896682739258,1.1276833902229555e-06,1.1788106348831207e-05,9.437846892978996e-05,2.486348816232446e-06
87,droplet,3m,21m,female,Spleen,Lag3,3.3794498443603516,7.392380666715326e-06,7.693078077863902e-05,0.00036537859705276787,1.721431725495807e-42
88,droplet,3m,21m,female,Marrow,Hist1h2ab,-3.357434034347534,4.844140858040191e-05,4.726376573671587e-06,0.00015210134733933955,4.891579965639566e-50
89,droplet,3m,21m,female,Spleen,Pdcd1,3.309373378753662,2.6440720830578357e-06,2.621163184812758e-05,0.00014110775373410434,4.504231973517843e-24
90,droplet,3m,21m,female,Kidney,Cyp2a4,3.30112624168396,9.51794208958745e-06,9.381690324516967e-05,0.0003140098415315151,6.04802706143711e-28
91,droplet,3m,21m,female,Limb_Muscle,Lat,-3.285632371902466,3.570517583284527e-05,3.6614842429116834e-06,0.00016150220471899956,2.1576759800342705e-21
92,droplet,3m,21m,female,Liver,Pkm2,3.2685797214508057,1.096701635106001e-05,0.00010568882134975865,0.000221884751226753,3.8562838015107654e-10
93,droplet,3m,21m,female,Lung,Gzmk,3.235874891281128,2.7798087103292346e-06,2.6188487026956864e-05,0.00015882108709774911,1.3503986905173426e-07
94,droplet,3m,21m,female,Spleen,Fam89a,3.2336363792419434,9.55302539296099e-07,8.985927706817165e-06,5.4415759223047644e-05,9.49157319599181e-06
95,droplet,3m,21m,female,Spleen,Stx3,3.226264476776123,1.4165025277179666e-06,1.3256229976832401e-05,6.363732973113656e-05,2.3588780878038575e-14
96,droplet,3m,21m,female,Marrow,Gm4759,-3.2240874767303467,1.0182860023633111e-05,1.0897385891439626e-06,4.852177880820818e-05,5.488673568467205e-07
97,droplet,3m,21m,female,Liver,Rps15a-ps4,3.2201104164123535,9.379042603541166e-05,0.0008739937911741436,0.001429985510185361,4.9916048691311896e-20
98,droplet,3m,21m,female,Mammary_Gland,Fam25c,-3.2046003341674805,5.5421984143322334e-05,6.011753612256143e-06,0.000359413621481508,7.434659000773237e-14
99,droplet,3m,21m,female,Mammary_Gland,Krtdap,3.1909122467041016,2.733576138780336e-06,2.4962702809716575e-05,0.00016826762293931097,2.104162265430974e-11
100,droplet,3m,21m,female,Liver,Egfr,-3.1891226768493652,0.00014224709593690932,1.5596308003296144e-05,0.00017889952869154513,3.94536343635786e-51
101,droplet,3m,21m,female,Heart_and_Aorta,Rn45s,-3.1749212741851807,0.007828607223927975,0.0008668380905874074,0.012992856092751026,1.113410076547753e-29
102,droplet,3m,21m,female,Mammary_Gland,Mrgprg,3.1683175563812256,4.754113433591556e-06,4.273938247933984e-05,0.00029442718368954957,8.070315371303851e-12
103,droplet,3m,21m,female,Liver,Cd53,3.1630516052246094,1.3119424693286419e-05,0.00011751362035283819,0.00026936965878121555,5.614587532110775e-07
104,droplet,3m,21m,female,Kidney,Serpina1f,3.1623337268829346,1.2942413377459161e-05,0.00011587042536120862,0.00039553819806315005,1.29303244966056e-23
105,droplet,3m,21m,female,Spleen,Fah,3.161959409713745,2.73530190497695e-06,2.4482174922013655e-05,7.901256321929395e-05,4.5018230419710155e-45
106,droplet,3m,21m,female,Spleen,BC064078,3.1609435081481934,8.399771104450338e-06,7.512877346016467e-05,0.0001688304473645985,4.083826852917505e-159
107,droplet,3m,21m,female,Spleen,Tg,3.156446695327759,1.0141043276234996e-06,9.042076271725819e-06,4.619236278813332e-05,1.4088377623537694e-06
108,droplet,3m,21m,female,Spleen,Lilrb4,3.153893232345581,4.291192908567609e-06,3.8193949876585975e-05,0.00011918478412553668,8.057287284535937e-68
109,droplet,3m,21m,female,Kidney,Mettl7a2,3.149552583694458,4.328529030317441e-06,3.841052239295095e-05,0.0001468314294470474,4.962707963529492e-19
110,droplet,3m,21m,female,Spleen,Gp49a,3.133556365966797,1.1407141755626071e-06,1.0010865480580833e-05,6.145070801721886e-05,1.5520534299189442e-06
111,droplet,3m,21m,female,Liver,Fam49b,3.130772590637207,8.990036803879775e-06,7.87440876592882e-05,0.00019521576177794486,3.7904327408954395e-06
112,droplet,3m,21m,female,Limb_Muscle,Limd2,-3.122817277908325,0.00013273775402922183,1.5238168089126702e-05,0.00034382991725578904,8.593029165643868e-79
113,droplet,3m,21m,female,Marrow,Lef1,-3.1111788749694824,2.0492609110078774e-05,2.3715865609119646e-06,0.0001024665471049957,1.1514113920996332e-13
114,droplet,3m,21m,female,Liver,Shisa5,3.110145092010498,3.590853157220408e-05,0.0003100592002738267,0.0006226446130312979,1.4601787674803902e-11
115,droplet,3m,21m,female,Liver,Limd2,3.107123374938965,1.609898936294485e-05,0.00013871901319362223,0.0003162213834002614,4.141146616948772e-08
116,droplet,3m,21m,female,Marrow,Diap3,-3.092555046081543,2.2031985281500965e-05,2.582864908617921e-06,6.79468794260174e-05,5.024664154016096e-31
117,droplet,3m,21m,female,Liver,Tagln2,3.0914039611816406,1.9728033294086345e-05,0.00016814700211398304,0.00040949039976112545,1.577133522606068e-06
118,droplet,3m,21m,female,Limb_Muscle,Fcrla,-3.0816946029663086,3.6668152461061254e-05,4.331181571615161e-06,0.00016652513295412064,1.5325772095735205e-20
119,droplet,3m,21m,female,Limb_Muscle,Cd27,-3.064194679260254,1.5586683730361983e-05,1.8635412288858788e-06,9.407513425685465e-05,2.5136542521967326e-07
120,droplet,3m,21m,female,Kidney,Ceacam2,3.053682327270508,2.302605025761295e-06,1.91191938938573e-05,9.009861969389021e-05,4.670961235693365e-08
121,droplet,3m,21m,female,Kidney,0610040F04Rik,3.052009105682373,2.1859116259292932e-06,1.8129216186935082e-05,7.016702875262126e-05,3.8856879764772454e-12
122,droplet,3m,21m,female,Spleen,Plcd3,3.0483787059783936,1.1122435807919828e-06,9.201395187119488e-06,4.852592246606946e-05,1.530731794092484e-06
123,droplet,3m,21m,female,Liver,Ptpn18,3.045715093612671,1.975956365640741e-05,0.00016316573601216078,0.00035375577863305807,1.76541109183963e-08
124,droplet,3m,21m,female,Marrow,Bmp2k,-3.0406076908111572,1.5386418453999795e-05,1.869920879471465e-06,5.281304765958339e-05,9.306644288831048e-18
125,droplet,3m,21m,female,Marrow,Hist2h2ac,-3.039712905883789,5.279973629512824e-05,6.4207679315586574e-06,0.00014125842426437885,2.18115560961437e-64
126,droplet,3m,21m,female,Limb_Muscle,Fam65b,-3.0281741619110107,1.5026769688120112e-05,1.8420192873236374e-06,7.322033343371004e-05,1.348187292477311e-10
127,droplet,3m,21m,female,Marrow,Cpeb4,-3.026263475418091,1.373167924612062e-05,1.6854945670274901e-06,5.178580613574013e-05,7.235447894778812e-14
128,droplet,3m,21m,female,Liver,Srgn,3.0241010189056396,2.6107964004040696e-05,0.00021238223416730762,0.0004446057428140193,1.1869588325297546e-09
